sentence1,sentence2,label,preds,truth
An Asian woman in a red skirt sits near the ground with another woman standing next to her .,the asian woman served rice in their restaurant,contradiction,0,0
A man and woman running side by side down a tree-lined street casting long shadows .,A lazy man sits alone on his couch .,contradiction,0,0
"A woman wearing sunglasses , jeans , & a t-shirt walks down the street carrying a bag .",The woman has been shopping earlier that day .,neutral,2,2
A group of kids are playing on a tire swing .,Some kids are playing on a swing at a park .,neutral,2,2
"People in a warehouse , with one man kicking a bag .",A group of dogs chasing a cat .,contradiction,0,0
A group of people on the beach with cameras .,People are standing in a rain forest .,contradiction,0,0
Friends running a race hand in hand .,people running holding hands,entailment,1,1
A woman in a gray shirt working on papers at her desk .,Young lady busy with her work in office,neutral,2,2
A young man shielding himself from a stream of water from a fire engine by using an umbrella .,A fire engine shoots water at a young man with an umbrella .,entailment,1,1
"The small girl is sitting in a harness , strapped to a tether , while others watch .",A little girl is riding a bicycle on a tightrope .,contradiction,0,0
"In autumn , a man holding a box approaches a red truck in a parking lot .",The man is delivering the box to the old lady in the parking lot .,neutral,2,2
The skier is doing a flip through some trees,A skier is doing tricks .,entailment,1,1
on a snowy day a man with a north face jacket walks through the crowded streets past a garbage truck,The garbage man is handing out icicles .,contradiction,0,0
A man in glasses and a striped shirt walks down the street with one hand in his pocket .,A man is riding his bicycle,contradiction,0,0
A woman wearing a red tank top is preparing food while a man and a woman sit on the other side of the kitchen counter watching her .,A woman prepares food while two people sit on the other side,entailment,1,1
Five adults are sitting on stone steps .,There are five grownups sitting on stone steps .,entailment,1,1
A girl and boy are smiling in a green hallway .,A girl and boy are wrestling on the front porch .,contradiction,0,0
A man on a scenic canoe trip .,No one is on a canoe .,contradiction,0,0
"A sunny street with a red building , parked cars , and a man walking down the road .",The sun is reflecting off the windows of the red building .,neutral,2,2
A swimming dog with a small branch in its mouth .,A dog is ice skating .,contradiction,0,0
A little boy is eating a red Popsicle .,Little boy is sleeping .,contradiction,0,0
A young child sits on the floor and leans against a map to eat .,The child is sleeping .,contradiction,0,0
A woman is walking down the street with a brown bookbag on her back .,a woman is walking down the street,entailment,1,1
Two women wearing white bathrobes relax on a couch with their feet kicked up on a coffee table .,two women chat about their day,neutral,2,2
Three women and one man are sitting on a ledge facing away towards a large window .,Some people are sitting on a ledge .,entailment,1,1
Young boy kicks a soccer ball towards the goal as the crowd watches .,The boy is alone in his backyard .,contradiction,0,0
A toddler in a denim hats plays in a tire .,A toddler playing in a tire in a junk yard .,neutral,2,2
A mother pushing a stroller and holding the hand of a toddler .,A mother is walking with a child .,entailment,1,1
Man and woman walking near the ocean .,man and woman walk near water .,entailment,1,1
A man with a blue shirt and glasses points to a picture in a book in front of a little girl and a stack of books .,The man has nothing on his face .,contradiction,0,0
A couple sit on a park bench with purple balloons tied to it .,A couple watching television,contradiction,0,0
A young boy wearing crocs tries to hit yellow golf balls into a large lawn overlooking a town .,The adult was running in the mountains .,contradiction,0,0
There are people at the train station waiting for their trains and other trains are whizzing by them .,The people are waiting for a late train .,neutral,2,2
"A man in a white button up shirt , and a man in a brown button up shirt discussing something over a table of food .",Two men talking business over dinner .,neutral,2,2
A man with a plaid shirt and green hat mows the lawn near the sidewalk .,A man mowing a lawn by the sidewalk .,entailment,1,1
A man in a dark floral shirt and black jeans walks buy a brightly colored wall painted with a woman with bright green eyes .,There is a wall with a green eyed woman painted on it and a man walking past it .,entailment,1,1
Police officer with riot shield stands in front of crowd .,A police officer stands in front of a crowd .,entailment,1,1
Professional women at the registration table of an event while men in suits look on .,People gather for an event .,entailment,1,1
A group of children playing and having a good time .,The kids are together .,entailment,1,1
"A festival displays two men dressed in red makeup and costume , while an older man has cream on his face .",Two men are dressed in makeup,entailment,1,1
An old woman drinking water in a yellow room,An old woman is in a yellow room .,entailment,1,1
A man riding a dirt bike on a racetrack .,A man is riding a dirt bike .,entailment,1,1
A child is jumping off a platform into a pool .,The child is swimming .,entailment,1,1
A man playing a guitar and a man playing drums,Two men playing video games in the basement .,contradiction,0,0
Two children playing on the floor with toy trains .,The girls slept on the floor next to the toys .,contradiction,0,0
Elderly woman with green sweater picking out produce in outdoor market .,The elderly lady is dead in a coffin,contradiction,0,0
Two monks are visiting a big city .,The monks are looking for new recruits .,neutral,2,2
A dog chasing a deer in a field with yellow flowers .,A dog is tearing at the deers ' throat .,contradiction,0,0
A male bartender dressed in all black with his sleeves rolled up to elbow height making a drink in a martini glass .,A person in black,entailment,1,1
A man talks on his cellphone in private .,A man is talking to his wife on his cellphone .,neutral,2,2
An older man with large patches on his jeans looks on as a young man swings an axe downward toward a tree stump .,Two men are outside .,entailment,1,1
A small boy purchases vegetables from an older man .,A boy buys tomatoes and broccoli from a man .,neutral,2,2
a young girl in red lifting a girl in blue to the top of a wall and lighting .,They are trying to reach something high up .,neutral,2,2
A man with a mustache who is wearing white and beige carefully sculpts a sand castle .,A man building a sand castle,entailment,1,1
A man gives a speech at an ornate costume party .,A public speaker is protesting Halloween .,neutral,2,2
People wait in line at bus stop .,People wait for the bus to take them to the concert .,neutral,2,2
A old man sells hardware parts on a dirty sidewalk .,The man is homeless .,neutral,2,2
A goalie braces himself for the ball that 's coming his way .,A goalie in the World Cup .,neutral,2,2
"A boy in jeans , black t-shirt , and blue cap on a bike , leaps over steps .",A child is riding a bike .,entailment,1,1
Two firemen beside their fire engine .,The men are near their old fire engines,neutral,2,2
A guy pointing at a giant Blackberry .,A man pointing to a display he just put up .,neutral,2,2
A man on stage wearing a red shirt is zipping up his pants .,A man on stage wearing a shirt is zipping up his pants .,entailment,1,1
Middle-aged man in casual clothes looking off-camera .,The man is nude .,contradiction,0,0
A woman in a blue and black jacket looking at a sign by railroad tracks .,a woman is waiting for her train,neutral,2,2
A family sits on a bench near a beach .,A family is eating lunch while eating on a bench .,neutral,2,2
A boy in sandals is looking at a camera in a busy street .,"A boy is in a busy street , wearing sandals , looking at a camera",entailment,1,1
A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book .,A woman sits .,entailment,1,1
There are two shadowy men standing along side a stream that runs through a paved courtyard in front of some stairs .,Two men were waiting for someone to arrive .,neutral,2,2
Several young African Americans giving an outdoor dance performance,A group does tribal dancing at a festival .,neutral,2,2
"There are three men in this picture , two are on motorbikes , one of the men has a large piece of furniture on the back of his bike , the other is about to be handed a piece of paper by a man in a white shirt .",A man is receiving a piece of paper .,entailment,1,1
Two men in a black in red vehicle on the beach .,The vehicle is large .,neutral,2,2
There is a group of three women and one man singing while one of the woman plays a guitar .,Nobody is singing .,contradiction,0,0
A lady in a business suit sits at a desk and types on her keyboard .,the boy liked cowboys,contradiction,0,0
A woman is sitting at a desk near to a window that has a huge picture of a hand painted on it .,A tall person sitting,neutral,2,2
A young boy in a cowboy hat and holding some food sits in the back of a small vehicle while an adult leans over in the background next to a large blue device displaying the words 99 % Angel .,A young boy in a cowboy hat is holding a hamburger .,neutral,2,2
A woman in a blue shirt talking to a baby .,A young woman talks to her baby at the park .,neutral,2,2
A dog runs along the shore of a pond with two elegant geese swimming .,A dog sleeps beneath a tree in the backyard .,contradiction,0,0
a brown and a black dog play in a field,The dogs are sleeping .,contradiction,0,0
A man in a blue shirt and blue jeans rides a dark brown horse with white feet at the rodeo .,the man is black,neutral,2,2
A woman in a blue sweatshirt is shearing the wool off of a lamb .,A woman is wearing a sweatshirt,entailment,1,1
A lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .,The lady is standing alone .,contradiction,0,0
A child in winter gear is hiding inside a cave made of snow while it is snowing .,A child in winter gear is hiding from his friends in a cave made of snow .,neutral,2,2
A large elderly woman in a green stripy dress is carrying shopping bags along a cobbled street .,two women drive home,contradiction,0,0
Two Seattle firefighters standing in front of their truck .,the firefighters are women,neutral,2,2
Two female basketball teams watch suspenseful as the basketball nears the basket .,Two teams are waiting to see who will win the game .,neutral,2,2
A man wearing a water pack and shorts on an outdoor trail .,A man is going on a hike .,neutral,2,2
A young Asian woman wearing modern clothing leans against a cast iron fence in front of a brick building .,This lady is waiting for her father .,neutral,2,2
Several children playing outside,There are children playing .,entailment,1,1
The view of a man with a shaved head and blue shirt through a chain-linked fence .,A man with a shaved head behind a chain-linked fence .,entailment,1,1
A woman wearing a hat and a man covering his eyes sit on benches on a boat .,A women and a man are dancing on the boat together .,contradiction,0,0
"Two competitors in the last leg of a race , strong legs , long strides to the end .",The crowd is cheering them on .,neutral,2,2
Four young men sit on the floor close to a television that is showing Elmo from Sesame Street .,Four males are sitting indoors because it 's raining .,neutral,2,2
The back view of a woman in a colorful shirt sitting next to a woman in a black top .,Two women sitting,entailment,1,1
A young boy is on a patio crowded with metal tables and chairs and 2 yellow umbrellas .,A young boy is on a patio with lots of funiture .,entailment,1,1
A couple of peace corp workers are helping a black kid dig .,The peace corp people are helping the black kid dig a hole to find gold .,neutral,2,2
"Many people are in a cafeteria or restaurant , there are two workers wearing white and black who are taking their orders .",A restaurant prepares for a busy day .,neutral,2,2
"Three children , two boys and one girl , are standing behind bars with their mouths open like they are screaming .",The children scream as a monster jumps out,neutral,2,2
Two race car drivers smile on a stage next to a female spokes model wearing a white dress and white and blue boots .,Two race car drivers are waiting for the award ceremony to end,neutral,2,2
Three people are taking a photograph of a young woman sitting in the middle of the street .,Hundreds of squirrels working together to imitate human photographers tap dance for a woman they believe is actually a pile of acorns wearing a wig .,contradiction,0,0
Someone is taking a brown canoe down to the lake .,A person is in the hospital .,contradiction,0,0
"Children with painted red faces being sprayed with water , on grass .",The children are playing a game .,neutral,2,2
Old man with gray blanket on squatting against a wall,Old man squats against a wall .,entailment,1,1
A person in a blue plaid shirt is writing on a chalkboard .,The person is wearing blue jeans .,neutral,2,2
A young dark-haired woman crouches on the banks of a river while washing dishes .,A woman washes dishes .,entailment,1,1
A young girl sits on a blue bench drinking out of a straw .,A girl is drinking through a straw on a humid day .,neutral,2,2
A line of people waiting outside The Magpie cafe during the day .,A man makes a sandwich .,contradiction,0,0
A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation .,A woman in a brightly colored outfit exits the public transportation vehicle .,entailment,1,1
A dog is running through an obstacle course in front of a group of people .,A dog is competing in a contest,neutral,2,2
A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving .,Nobody is sitting,contradiction,0,0
A long-beaked bird in mid-flight .,A rat running on a wheel .,contradiction,0,0
"A young couple sit on the couch , the woman wearing a blue work shirt , her eyes half closed , while the man sits with his arm around her , looking towards the camera , in a gray shirt .",Two brothers sit on the couch,contradiction,0,0
A woman is holding a dog on a leash in front of a small pier .,The woman is swimming laps at the pool,contradiction,0,0
A small girl learning to fold some clothes .,A boy is playing with a toy trick .,contradiction,0,0
This is a man in a photo booth .,A man in a photo booth at a carnival .,neutral,2,2
"A young man is washing his hair , brushing his teeth , and shaving his face simultaneously .",The young man is grooming himself .,entailment,1,1
Two women looking at the camera and a man looking away .,No one is looking at the camera .,contradiction,0,0
A scientist with a checkered shirt on is looking into a microscope to learn more about the world .,A scientist is using a microscope .,entailment,1,1
A man sits beside parked cars on a city street .,A man is sitting .,entailment,1,1
A race car speeding on the track .,A race car is in movement .,entailment,1,1
A small girl is unwrapping a green present with toys strewn around .,It 's Christmas,neutral,2,2
A young child sits on some pillows with a green tray of chopped-up food in front of him .,A young man competes in a tennis championship .,contradiction,0,0
a maintenance worker at the airport carries a small girl .,A girl follows her father through the airport .,contradiction,0,0
A man uses stereo equipment .,He is changing the equalization .,neutral,2,2
